Dealer PPM,Created On,Brand Affiliation,Build Date,Comment,Created By,Created By Delegate,Customer Name,Date failure,Date of Repair,Delivery Date,Event Type,Hours at failure,Modified By,Modified By Delegate,Modified On,Owner,Primary Affected Unit,Prime Product Application Category Code,Prime Product Application Category Name,Prime Product Application Code,Prime Product Application Name,Prime Product Family,Prime Product Family Code,Prime Product General Arrangement Number,Prime Product Model,Prime Product Source Facility,Product SNP,Record Created On,Serial Number,Service Meter Unit,SNP,Source Plant Code,Status,Status Reason,Work Order Number
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/26/2012,Ductile Fracture,"Lucas, Anthony J",,FANN CONTRACTING INC,,9/12/2014,10/15/2012,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR00365,,SKR,34,Active,Active,9873998
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,11/5/2012,Rod Separated,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,9/15/2014,4/1/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01389,,SKR,34,Active,Active,9874256
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/16/2014,Cracked Rod,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,9/25/2014,8/20/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03703,,SKR,34,Active,Active,1651131
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/26/2012,Broke,"Lucas, Anthony J",,FANN CONTRACTING INC,,9/19/2014,10/15/2012,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR00365,,SKR,34,Active,Active,9875126
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/11/2013,Rod Separated,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,11/4/2014,4/3/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01592,,SKR,34,Active,Active,9883498
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/15/2013,Rod Separated,"Lucas, Anthony J",,N P L - CORPORATE,,11/12/2014,8/13/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,276,Underground Utility & Communications,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01973,,SKR,34,Active,Active,9885179
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,1/30/2014,Broken,"Lucas, Anthony J",,UNKNOWN OWNER-OTHER CIRCUMST,,10/6/2014,5/16/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,276,Underground Utility & Communications,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03109,,SKR,34,Active,Active,9877861
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/18/2013,Rod Separated,"Lucas, Anthony J",,EMPIRE RENTAL,,11/21/2014,8/13/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,276,Underground Utility & Communications,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01643,,SKR,34,Active,Active,9887126
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/27/2012,Bent,"Lucas, Anthony J",,P A C E ELECTRICAL CONST INC,,12/9/2014,1/28/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR00386,,SKR,34,Active,Active,1653356
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,11/22/2013,Bent,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,12/10/2014,5/30/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR02869,,SKR,34,Active,Active,1653146
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/4/2014,Rod Separated,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,12/23/2014,4/21/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03160,,SKR,34,Active,Active,9892266
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/11/2014,Snapped At Threads,"Lucas, Anthony J",,VISUS ENGINEERING CONST INC,,10/29/2015,10/9/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,111,HEAVY CONSTRUCTION,200,Highways & Streets:  Construction,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03668,,SKR,34,Active,Active,9948355
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,1/5/2015,At Cab End Of Rod,"Lucas, Anthony J",,CASTLE EXCAVATION,,3/10/2016,3/3/2015,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR05313,,SKR,34,Active,Active,9969929
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,6/18/2014,Fracture At Threads,"Lucas, Anthony J",,GRADY'S QUALITY EXCAVATING,,6/15/2016,2/27/2015,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3983668,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR04098,,SKR,34,Active,Active,9987052
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,1/5/2015,At Threads To Neck,"Lucas, Anthony J",,CASTLE EXCAVATION,,1/26/2017,3/3/2015,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR05313,,SKR,34,Active,Active,3026197
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,5/29/2013,Factory Shim Wrong,"Lucas, Anthony J",,PINEWOOD SANITARY DISTRICT,,3/7/2014,9/3/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR02255,,SKR,34,Active,Active,1645578
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/18/2013,Broken,"Lucas, Anthony J",,APACHE UNDERGROUND,,6/3/2014,4/16/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,114,BUILDING CONSTRUCTION,280,Special Trades,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01640,,SKR,34,Active,Active,9853233
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/18/2013,Broken Rod,"Lucas, Anthony J",,APACHE UNDERGROUND,,6/13/2014,4/16/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,114,BUILDING CONSTRUCTION,280,Special Trades,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01640,,SKR,34,Active,Active,
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/2/2014,Rod Cracked,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,1/6/2017,7/16/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03608,,SKR,34,Active,Active,1674584
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/4/2014,Siezed,"Lucas, Anthony J",,STANDARD CONSTRUCTION CO INC,,11/19/2014,6/4/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03157,,SKR,34,Active,Active,1652840
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/4/2014,Rod Cracked,"Lucas, Anthony J",,STANDARD CONSTRUCTION CO INC,,1/23/2015,6/4/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03157,,SKR,34,Active,Active,1654511
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/25/2013,Fractured,"Lucas, Anthony J",,N P L - 47 - SOUTHERN,,1/29/2015,8/16/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,276,Underground Utility & Communications,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01677,,SKR,34,Active,Active,9897594
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/27/2013,Fractured,"Lucas, Anthony J",,N P L - 47 - SOUTHERN,,1/9/2015,9/13/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,276,Underground Utility & Communications,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01705,,SKR,34,Active,Active,9894387
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,1/30/2014,Rod Separated,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,1/13/2016,4/18/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03120,,SKR,34,Active,Active,9960175
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/4/2014,Rod Cracked,"Lucas, Anthony J",,STANDARD CONSTRUCTION CO INC,,2/11/2016,6/4/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03157,,SKR,34,Active,Active,1665360
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,1/30/2014,Binds,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,12/6/2016,4/18/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03120,,SKR,34,Active,Active,3017728
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/4/2014,Separated,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,12/9/2014,4/17/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03156,,SKR,34,Active,Active,1653045
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,8/11/2014,Rod Bent From Bindin,"Lucas, Anthony J",,STAR VALLEY GRANITE INC,,10/29/2015,12/31/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR04362,,SKR,34,Active,Active,9947932
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/14/2014,Rod Cracked,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,11/25/2016,3/18/2015,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03673,,SKR,34,Active,Active,1673790
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/14/2014,Cracked,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,1/27/2017,3/18/2015,Dealer PPM,,"Morr, Tara L",,11/10/2017 1:52,"Lucas, Anthony J",Yes,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03673,,SKR,34,Active,Active,3024024
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,10/8/2014,Cracked,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,2/9/2017,3/19/2015,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR04666,,SKR,34,Active,Active,3027931
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,7/4/2012,End Was Broke,"Lucas, Anthony J",,N P L - 40 - PHOENIX,,8/5/2013,4/23/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,276,Underground Utility & Communications,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR00793,,SKR,34,Active,Active,9802304
CRM-615598-B4Z8,5/3/2017 8:35,Caterpillar,5/25/2006,,"Hanrick, Peter",,ANGLO COAL DAWSONS MANAGEMENT ATTN MAINTENANCE MANAGER,8/18/2016,,9/21/2006,Dealer PPM,43601,"User, System","Morr, Tara L",11/10/2017 10:10,"Hanrick, Peter",No,107,MINING,510,Coal - Surface,Large Off-Highway Trucks,LO,1925700,797B,Decatur Plant,JSM,,JSM00235,,JSM,13,Active,Active,745540
CRM-615598-B4Z8,5/3/2017 12:42,Caterpillar,9/28/2005,,"Hanrick, Peter",,HD RENTAL FLEET,1/19/2017,,7/31/2006,Dealer PPM,32121,"Morr, Tara L",,11/10/2017 10:10,"Hanrick, Peter",Yes,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Large Off-Highway Trucks,LO,1925700,797B,Decatur Plant,JSM,,JSM00213,,JSM,13,Active,Active,117024875
CRM-615632-J0B7,5/3/2017 13:03,Caterpillar,7/16/2012,,"Redmond, Patrick",,OK TEDI MINING LTD,,,1/12/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 10:13,"Redmond, Patrick",No,107,MINING,540,Copper - Surface,Large Track Type Tractors,LT,3743557,D11T,East Peoria Plt (TTT),AMA,,AMA00365,,AMA,16,Active,Active,
CRM-615632-J0B7,5/3/2017 13:04,Caterpillar,7/18/2012,,"Redmond, Patrick",,OK TEDI MINING LTD,,,3/30/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 10:13,"Redmond, Patrick",No,107,MINING,540,Copper - Surface,Large Track Type Tractors,LT,3743557,D11T,East Peoria Plt (TTT),,,AMA00366,,AMA,16,Active,Active,
CRM-615632-J0B7,5/3/2017 13:04,Caterpillar,7/28/2009,,"Redmond, Patrick",,LIHIR GOLD LTD,,,2/3/2010,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 10:13,"Redmond, Patrick",No,107,MINING,530,Gold/Silver - Surface,Large Track Type Tractors,LT,2122740,D10T,East Peoria Plt (TTT),RJG,,RJG02083,,RJG,16,Active,Active,
CRM-615632-J0B7,5/3/2017 13:05,Caterpillar,5/14/2012,,"Redmond, Patrick",,ROLLESTON COAL PTY LTD,,,11/19/2012,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 10:13,"Redmond, Patrick",No,107,MINING,510,Coal - Surface,Large Track Type Tractors,LT,3762091,D10T,East Peoria Plt (TTT),RJG,,RJG04211,,RJG,16,Active,Active,
CRM-615632-J0B7,5/3/2017 13:05,Caterpillar,7/2/2002,,"Redmond, Patrick",,ROLLESTON COAL PTY LTD,,,12/24/2002,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 10:13,"Redmond, Patrick",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Large Track Type Tractors,LT,1555550,D11R,East Peoria Plt (TTT),7PZ,,7PZ00614,,7PZ,16,Active,Active,
CRM-615632-J0B7,5/3/2017 13:05,Caterpillar,3/11/2010,,"Redmond, Patrick",,TARONG ENERGY CORPORATION,,,7/13/2010,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 10:13,"Redmond, Patrick",No,107,MINING,510,Coal - Surface,Large Track Type Tractors,LT,2479931,D11T,East Peoria Plt (TTT),GEB,,GEB00602,,GEB,16,Active,Active,
CRM-615632-J0B7,5/3/2017 13:06,Caterpillar,5/30/2002,,"Redmond, Patrick",,PORGERA JOINT VENTURE,,,12/14/2002,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 10:13,"Redmond, Patrick",No,107,MINING,530,Gold/Silver - Surface,Large Track Type Tractors,LT,1715800,D10R,East Peoria Plt (TTT),AKT,,AKT00231,,AKT,16,Active,Active,
CRM-615632-J0B7,5/3/2017 13:06,Caterpillar,6/25/2012,,"Redmond, Patrick",,ROLLESTON COAL PTY LTD,,,3/24/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 10:13,"Redmond, Patrick",No,107,MINING,510,Coal - Surface,Large Track Type Tractors,LT,3762091,D10T,East Peoria Plt (TTT),RJG,,RJG04299,,RJG,16,Active,Active,
CRM-615632-J0B7,5/3/2017 13:07,Caterpillar,7/29/2009,,"Redmond, Patrick",,LIHIR GOLD LTD,,,2/3/2010,Dealer PPM,,"Morr, Tara L",,11/10/2017 10:13,"Redmond, Patrick",Yes,107,MINING,530,Gold/Silver - Surface,Large Track Type Tractors,LT,2122740,D10T,East Peoria Plt (TTT),RJG,,RJG02084,,RJG,16,Active,Active,
CRM-615632-J0B7,5/3/2017 13:14,Caterpillar,2/11/2005,,"Redmond, Patrick",,ROLLESTON COAL PTY LTD,,,6/29/2005,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 10:13,"Redmond, Patrick",No,107,MINING,510,Coal - Surface,Large Track Type Tractors,LT,1555550,D11R,East Peoria Plt (TTT),7PZ,,7PZ01043,,7PZ,16,Active,Active,
CRM-614689-N2J5,5/4/2017 0:07,Caterpillar,4/27/2016,Lost differential lock and fuel level sensor - 6 wires failed in harness.,"Spoor, Gordon A",,K & M TRUCKING LTD,5/2/2017,,2/1/2017,Dealer PPM,540,"User, System","Morr, Tara L",11/10/2017 10:04,"Spoor, Gordon A",No,115,LOGGING,405,Timber Harvesting,Wheel Skidder,WK,4337130,535D,Lagrange Plant  (Ga),3L5,,3L500124,,3L5,LG,Active,Active,
CRM-616277-R0S9,5/4/2017 1:28,Caterpillar,2/7/2017,"Poor air circulation on front window, not defrosting very well.","Spoor, Gordon A",,ALPINE BACKHOE SERVICES LTD,4/17/2017,,4/12/2017,Dealer PPM,100,"User, System","Morr, Tara L",11/10/2017 10:14,"Spoor, Gordon A",No,,,404,,Excavators-Forestry,XF,3396395,568 LL,Lagrange Plant  (Ga),BRB,,BRB00401,,BRB,LG,Active,Active,
CRM-616462-J3J7,5/4/2017 4:12,Caterpillar,8/6/2015,,"MATUS, MONTE D",,FINNING POWER SYSTEMS RENTAL GROUP,,,3/12/2016,Dealer PPM,3001,"Morr, Tara L",,11/10/2017 4:54,"MATUS, MONTE D",Yes,102,EPG,C80,Rental,Gas Engines,ZP,4478658,PMG3306,Caterpillar (Newberry) Llc,AL4,,AL400112,,AL4,LS,Active,Active,
CRM-616468-N2T9,5/4/2017 4:20,Caterpillar,10/21/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,3/18/2016,Dealer PPM,3458,"User, System","Morr, Tara L",11/10/2017 10:15,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4707664,745C,Caterpillar (U.K.) Limited,TFK,,TFK00928,,TFK,U2,Active,Active,1597569
CRM-616468-N2T9,5/4/2017 4:22,Caterpillar,10/22/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,6/3/2016,Dealer PPM,2227,"User, System","Morr, Tara L",11/10/2017 10:15,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4707664,745C,Caterpillar (U.K.) Limited,TFK,,TFK00930,,TFK,U2,Active,Active,1591955
CRM-616468-N2T9,5/4/2017 4:24,Caterpillar,12/3/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,3/14/2016,Dealer PPM,1193,"User, System","Morr, Tara L",11/10/2017 10:15,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4734462,745C,Caterpillar (U.K.) Limited,TFK,,TFK01011,,TFK,U2,Active,Active,1589295
CRM-616468-N2T9,5/4/2017 4:25,Caterpillar,10/26/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,7/5/2016,Dealer PPM,3273,"User, System","Morr, Tara L",11/10/2017 10:15,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4707664,745C,Caterpillar (U.K.) Limited,TFK,,TFK00932,,TFK,U2,Active,Active,1591394
CRM-616468-N2T9,5/4/2017 4:25,Caterpillar,12/2/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,5/30/2016,Dealer PPM,3430,"User, System","Morr, Tara L",11/10/2017 10:15,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4734462,745C,Caterpillar (U.K.) Limited,TFK,,TFK01012,,TFK,U2,Active,Active,3439574
CRM-616468-N2T9,5/4/2017 4:26,Caterpillar,10/26/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,6/17/2016,Dealer PPM,2964,"User, System","Morr, Tara L",11/10/2017 10:15,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4707664,745C,Caterpillar (U.K.) Limited,TFK,,TFK00933,,TFK,U2,Active,Active,3428298
CRM-616468-N2T9,5/4/2017 4:27,Caterpillar,12/2/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,5/25/2016,Dealer PPM,2264,"User, System","Morr, Tara L",11/10/2017 10:15,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4734462,745C,Caterpillar (U.K.) Limited,TFK,,TFK01010,,TFK,U2,Active,Active,1580336
CRM-616468-N2T9,5/4/2017 4:29,Caterpillar,10/14/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,6/17/2016,Dealer PPM,3780,"User, System","Morr, Tara L",11/10/2017 10:15,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4876024,745C,Caterpillar (U.K.) Limited,TFK,,TFK00913,,TFK,U2,Active,Active,1599077
CRM-616468-N2T9,5/4/2017 4:30,Caterpillar,10/21/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,5/21/2016,Dealer PPM,2474,"User, System","Morr, Tara L",11/10/2017 10:15,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4707664,745C,Caterpillar (U.K.) Limited,TFK,,TFK00926,,TFK,U2,Active,Active,1581877
CRM-616468-N2T9,5/4/2017 4:31,Caterpillar,12/1/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,6/3/2016,Dealer PPM,3148,"User, System","Morr, Tara L",11/10/2017 10:15,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4734462,745C,Caterpillar (U.K.) Limited,TFK,,TFK01009,,TFK,U2,Active,Active,1601947
CRM-616468-N2T9,5/4/2017 4:32,Caterpillar,9/22/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,5/26/2016,Dealer PPM,3527,"User, System","Morr, Tara L",11/10/2017 10:15,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4707664,745C,Caterpillar (U.K.) Limited,TFK,,TFK00859,,TFK,U2,Active,Active,1591825
CRM-616468-N2T9,5/4/2017 4:33,Caterpillar,12/1/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,6/3/2016,Dealer PPM,2168,"User, System","Morr, Tara L",11/10/2017 10:15,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4734462,745C,Caterpillar (U.K.) Limited,TFK,,TFK01008,,TFK,U2,Active,Active,1598428
